City,State,Mean,Median,Stdev
Fairview,OR,60057.0,40181.0,57709.0
Fairview,PA,120210.5,207954.5,63178.0
Fairview,TN,67859.0,61404.0,45068.0
Fairview,UT,59476.5,50756.0,46055.0
Fairview,WV,55536.0,48702.0,39046.0
Fairview Park,OH,53496.5,43952.75,35663.0
Faison,NC,35652.0,300000.0,20811.0
Faith,NC,61082.0,46058.5,50189.0
Faith,SD,48874.0,43773.0,31524.0
Fajardo,PR,25951.75,21068.5,20476.5
Falconer,NY,99202.0,300000.0,61535.0
Falfurrias,TX,30646.5,19923.5,35443.0
Fall Creek,WI,77453.0,69935.0,52368.0
Fall River,MA,50888.545454545456,41325.09090909091,39779.181818181816
Fall River Mills,CA,63828.0,40096.0,60858.0
Fallbrook,CA,63353.333333333336,55744.0,40528.333333333336
Fallon,NV,58705.666666666664,125191.33333333333,46195.333333333336
Falls Church,VA,114352.75,152513.58333333334,64452.583333333336
Falls City,NE,52771.0,43636.0,44642.0
Falls City,OR,43901.0,41089.0,27121.0
Falls City,TX,95666.0,81468.0,71919.0
Fallsburg,NY,52380.25,175156.5,26581.75
Fallston,MD,110219.0,96428.0,57502.0
Falmouth,KY,46946.0,31459.0,51999.0
Falmouth,MA,87954.66666666667,140099.66666666666,61745.333333333336
Falmouth,VA,76096.0,59922.0,57436.0
False Pass,AK,71796.0,300000.0,48301.0
Famersville,TX,75756.0,64200.0,53096.0
Fancy Gap,VA,89491.0,300000.0,32375.0
Fanshawe,OK,60629.0,44713.0,51299.0
Far Rockaway,NY,33711.142857142855,23846.85714285714,29899.0
Fargo,ND,62195.25,109873.5,40517.0
Faribault,MN,59060.333333333336,50686.333333333336,43050.333333333336
Farmer City,IL,63679.0,54483.0,48817.0
Farmers Branch,TX,88093.33333333333,141198.33333333334,57391.333333333336
Farmersville,IL,47463.0,37999.0,43114.5
Farmerville,LA,38268.0,16580.0,54477.0
Farmingdale,NJ,71527.0,59371.0,51980.0
Farmingdale,NY,103978.33333333333,150379.66666666666,70597.66666666667
Farmington,AR,64765.5,54245.5,52641.5
Farmington,CT,107219.5,91628.5,73536.5
Farmington,IL,54590.0,51830.0,34575.0
Farmington,MI,78006.5,65786.5,53315.5
Farmington,MN,105163.33333333333,231929.0,45051.0
Farmington,MO,47345.0,39082.0,36402.5
Farmington,NH,48467.0,168030.5,43222.5
Farmington,NM,65307.75,51599.25,53286.0
Farmington,PA,44099.0,300000.0,17532.0
Farmington,UT,80641.0,70006.0,62984.0
Farmington Hills,MI,88559.625,106650.625,55271.5
Farmingville,NY,124185.0,115702.0,76271.0
Farmville,NC,58838.0,42893.0,50736.0
Farmville,VA,50611.0,34754.0,46169.0
Farnvillle,VA,59210.0,38513.0,51921.0
Farrell,PA,32951.333333333336,21685.666666666668,32296.666666666668
Farwell,MI,46727.5,36768.0,39099.0
Faucett,MO,83644.0,300000.0,41165.0
Faulkton,SD,56072.0,41932.0,47357.0
Fayette,AL,44868.5,34044.5,42277.0
Fayette,IA,60697.5,44909.5,55320.5
Fayette,MO,69315.0,47124.0,54558.0
Fayette,MS,26157.0,22008.0,19901.0
Fayette,OH,64124.0,58059.0,45208.0
Fayetteville,AR,45973.4,34660.2,40774.4
Fayetteville,GA,80686.33333333333,70365.33333333333,57337.666666666664
Fayetteville,NC,52299.15789473684,42744.78947368421,39547.52631578947
Fayetteville,NY,93116.0,300000.0,72451.0
Fayetteville,OH,60503.5,48996.5,40121.5
Fayetteville,PA,70567.0,59617.0,47368.0
Fayetteville,TN,20994.0,13145.0,15965.0
Feasterville,PA,69962.0,60322.0,44444.5
Feasterville Trevose,PA,110665.0,96196.0,65193.0
Federal Way,WA,68748.54545454546,99228.45454545454,46715.36363636364
Federalsburg,MD,50233.5,38366.5,46276.5
Fedscreek,KY,37703.0,24668.0,35220.0
Feeding Hills,MA,69955.0,300000.0,48312.0
Felicity,OH,69520.0,62380.0,51534.0
Fellsmere,FL,55087.0,44676.0,37530.0
Felton,DE,62899.0,55728.0,49561.0
Fenelton,PA,66306.0,56332.0,48685.0
Fenton,MI,93412.0,84498.0,73859.0
Fenton,MO,95576.33333333333,143026.0,60164.333333333336
Ferdinand,IN,51358.0,44461.0,32748.0
Fergus Falls,MN,83002.0,75240.0,47008.0
Ferguson,MO,52498.0,46505.666666666664,34154.333333333336
Fern Park,FL,52572.0,41837.0,39203.0
Fernandina Beach,FL,66992.0,45766.666666666664,51463.666666666664
Ferndale,MI,55932.5,87728.33333333333,41589.333333333336
Ferndale,WA,87483.0,71344.0,61407.0
Fernley,NV,48819.0,44246.0,35038.0
Ferriday,LA,27334.0,16336.0,24789.0
Ferris,TX,47204.0,24933.0,47606.0
Ferron,UT,62003.5,170576.5,48888.5
Fertile,MN,63901.0,53165.0,48696.0
Festus,MO,64364.0,59038.0,42250.0
Fife Lake,MI,49809.0,42197.0,34678.0
Filer,ID,47110.0,42397.0,31129.0
Fillmore,CA,66371.0,46924.0,58945.0
Fillmore,IN,77737.0,63749.0,56017.0
Fillmore,UT,60321.0,51723.0,44952.0
Fincastle,VA,65120.0,44149.0,52657.0
Findlay,OH,67736.6,56851.8,45674.0
Finksburg,MD,113985.0,108110.0,69139.0
Finlayson,MN,45615.0,37990.0,33687.0
Finley,TN,56156.0,49929.0,35307.0
Finleyville,PA,72053.0,62604.0,50174.0
Finn Rock,OR,75312.0,65856.5,52508.0
Firebaugh,CA,59164.0,56349.0,45351.0
Firestone,CO,98615.0,191772.0,49265.5
Firth,ID,60753.0,54833.0,39383.0
Fish Creek,WI,75890.0,55831.0,63708.0
Fisher,IL,83131.0,68041.0,64032.0
Fishers,IN,97489.66666666667,228973.66666666666,63317.0
Fishers Island,NY,88039.0,300000.0,62423.0
Fishersville,VA,62003.0,43125.0,54570.0
Fishkill,NY,79533.0,68863.5,56479.5
Fitchburg,MA,54553.25,111213.0,41410.75
Fitchburg,WI,118365.0,300000.0,59565.0
Fitzgerald,GA,33164.0,30829.5,27180.5
Fitzwilliam,NH,67623.5,56067.0,54082.0
Five Points,CA,29663.0,23824.0,25695.0
Flagler Beach,FL,51038.0,36323.0,45689.0
Flagstaff,AZ,86617.0,100245.0,58799.57142857143
Flanagan,IL,58884.0,49196.0,46466.0
Flanders,NJ,99713.0,93077.0,67778.0
Flandreau,SD,72490.0,59654.0,56108.0
Flat Rock,MI,71062.0,62435.0,52985.0
Flatonia,TX,63894.5,47904.5,60326.5
Fleetwood,PA,72765.0,64587.0,48105.0
Flemingsburg,KY,48341.0,30109.0,48721.0
Flemington,NJ,129621.0,300000.0,80411.0
Flemington,WV,52355.0,182258.0,27475.0
Flint,MI,36224.041666666664,61869.875,27934.125
Flinton,PA,43191.5,30371.5,36531.5
Flintstone,GA,39423.0,31171.0,30194.0
Flintstone,MD,38740.0,27599.0,30887.0
Flintville,TN,59408.0,56346.0,43459.0
Flippin,AR,44597.5,35455.0,34341.5
Floodwood,MN,35372.0,25975.0,32090.0
Flora,IL,50883.5,45005.0,32706.5
Flora,IN,52599.5,40325.0,39899.5
Floral City,FL,36894.0,24525.0,35805.0
Floral Park,NY,95086.0,245534.75,65313.5
Florence,AL,52072.57142857143,43355.57142857143,35236.142857142855
Florence,AZ,61713.0,53580.0,47738.666666666664
Florence,CO,43093.0,36749.0,30957.0
Florence,KY,64905.0,55404.333333333336,44045.333333333336
Florence,MA,71196.0,58099.0,62845.0
Florence,MS,52675.0,40821.0,38192.0
Florence,OR,44932.0,35109.0,33367.0
Florence,SC,65885.75,110299.875,46370.125
Florence,TX,76355.5,60810.5,49462.0
Floresville,TX,50075.0,44179.0,43461.0
Florida,NY,102131.0,91243.0,67572.0
Florien,LA,54019.0,300000.0,38609.0
Florissant,MO,64770.333333333336,83059.88888888889,43938.555555555555
Flossmoor,IL,151344.0,142242.0,68936.0
Flournoy,CA,55519.0,52439.0,37852.0
Flower Mound,TX,118701.0,178768.83333333334,62407.333333333336
Flowery Branch,GA,70659.0,60688.0,53049.0
Flowood,MS,88571.5,85687.0,56596.5
Floyd Knobs,IN,85155.0,300000.0,58730.0
Floydada,TX,64583.0,46037.0,57656.0
Floyds Knobs,IN,90184.0,300000.0,44557.0
Flushing,MI,53108.0,41955.25,37850.75
Flushing,NY,75878.03333333334,98843.03333333334,55742.76666666667
Foley,AL,60328.5,179392.0,36318.5
Foley,MN,69812.0,57657.0,48025.0
Follansbee,WV,60946.0,300000.0,47879.0
Folsom,CA,94830.16666666667,147762.16666666666,59004.166666666664
Folsom,LA,49818.0,42353.0,45832.0
Fond Du Lac,WI,72224.5,103872.0,42080.5
Fonda,NY,58493.0,44244.5,48062.5
Fontana,CA,58646.38461538462,85852.46153846153,36861.61538461538
Fontana,KS,96186.0,62240.0,73379.0
Footville,WI,63187.0,60499.0,39844.0
Ford City,PA,56267.0,47685.5,43115.0
Fords,NJ,85138.33333333333,76934.0,58731.0
Fordville,ND,13982.0,8188.0,14389.0
Foreman,AR,52593.0,37712.0,46747.0
Forest,MS,54143.0,45514.5,39806.0
Forest,VA,80028.0,66580.0,57646.0
Forest City,NC,35250.666666666664,25941.0,28929.333333333332
Forest City,PA,58289.0,50510.0,47289.0
Forest Falls,CA,75910.0,51968.0,69604.0
Forest Grove,OR,54467.666666666664,48406.333333333336,38932.666666666664
Forest Hill,LA,60947.0,43382.0,52000.0
Forest Hill,MD,122177.5,124926.5,69478.0
Forest Hills,NY,101185.5,90781.16666666667,70339.83333333333
Forest Lake,MN,79726.5,75456.5,50555.5
Forest Park,GA,42804.0,31298.0,34879.5
Forest Park,IL,74176.0,175651.5,56489.0
Forestdale,MA,94191.0,300000.0,54724.0
Forestville,CA,88066.0,64751.0,71499.0
Forestville,MD,75255.66666666667,65019.333333333336,54115.666666666664
Forgan,OK,65232.0,55239.5,47983.0
Foristell,MO,107189.0,300000.0,64003.0
Forks,WA,23934.5,150000.0,12431.5
Forman,ND,64738.0,57708.0,38192.0
Forney,TX,91583.0,86997.0,51276.0
Forrest,IL,60470.0,51388.0,42429.0
Forrest City,AR,43640.0,28738.5,37623.0
Forsyth,GA,43869.0,36887.0,37916.0
Forsyth,MO,37977.0,29418.0,33098.0
Forsyth,MT,61823.0,45435.0,54160.0
Fort Ann,NY,58936.0,52739.0,51250.0
Fort Atkinson,WI,50900.0,35082.0,41726.0
Fort Blackmore,VA,55502.0,46395.0,43618.0
Fort Bragg,CA,44250.333333333336,200000.0,30588.0
Fort Branch,IN,52738.0,39559.0,39891.0
Fort Buchanan,PR,70323.0,52177.0,60101.0
Fort Campbell,TN,56355.0,51591.0,37206.0
Fort Collins,CO,68589.0,89265.8,51797.73333333333
Fort Covington,NY,46446.0,40129.0,33926.0
Fort Defiance,AZ,38304.0,26792.0,39046.0
Fort Defiance,VA,66912.0,300000.0,39029.0
Fort Deposit,AL,63560.0,52781.0,51846.0
Fort Dick,CA,65856.0,56124.0,45132.0
Fort Dodge,IA,54656.25,36666.0,50424.25
Fort Duchesne,UT,50068.0,48624.0,31732.0
Fort Edward,NY,48515.0,44004.0,35883.0
Fort Fairfield,ME,48991.0,22746.0,51951.0
Fort Gaines,AL,47014.0,41328.0,37305.0
Fort Gratiot,MI,73762.0,60156.0,47805.0
Fort Hancock,TX,36517.0,23755.0,41184.0
Fort Lauderdale,FL,61297.470588235294,61552.0,48321.41176470588
Fort Lee,NJ,66520.33333333333,51833.0,56261.666666666664
Fort Lupton,CO,87675.0,91763.0,52107.0
Fort Madison,IA,48354.5,44187.5,34344.0
Fort Meade,FL,54748.0,43552.0,42728.0
Fort Mill,SC,101547.0,185606.5,52341.5
Fort Mitchell,KY,85283.5,58341.5,73263.5
Fort Mohave,AZ,47954.5,36760.5,36194.5
Fort Morgan,CO,62953.75,109244.0,42086.5
Fort Myers,FL,53465.380952380954,78046.14285714286,41393.333333333336
Fort Myers Beach,FL,60384.5,47127.5,50452.75
Fort Oglethorpe,GA,29242.0,14904.0,37796.0
Fort Payne,AL,57662.0,300000.0,30695.0
Fort Pierce,FL,42724.666666666664,33675.0,34733.444444444445
Fort Polk,LA,27520.0,25504.0,15996.5
Fort Recovery,OH,88514.0,300000.0,41847.0
Fort Scott,KS,44852.0,37898.0,34018.0
Fort Smith,AR,43954.6,34863.1,36609.2
Fort Stockton,TX,75045.0,66165.0,56187.0
Fort Thomas,KY,92090.0,75898.5,64702.0
Fort Towson,OK,45952.0,34405.0,39930.0
Fort Valley,GA,47950.0,41740.0,37879.5
Fort Walton Beach,FL,47975.71428571428,74298.14285714286,36047.71428571428
Fort Washington,MD,107275.25,143996.25,65174.75
Fort Washington,PA,102511.0,92090.5,70747.5
Fort Wayne,IN,60936.645161290326,78880.35483870968,43114.645161290326
Fort White,FL,53918.0,34093.0,53905.0
Fort Worth,TX,63485.194444444445,92542.77777777778,43187.916666666664
Fortuna,CA,68994.0,59364.0,50520.0
Fortville,IN,55520.0,41624.0,46554.0
Forty Fort,PA,55708.0,56328.0,32647.0
Fosston,MN,46271.0,36316.0,40248.0
Foster,OR,48040.0,46249.0,33323.0
Foster City,CA,128534.33333333333,180758.0,72805.0
Fostoria,OH,56297.0,53072.5,38049.5
Fountain,CO,71977.5,64709.5,46860.0
Fountain City,IN,45717.0,33576.0,38042.0
Fountain City,MN,74760.0,300000.0,53990.0
Fountain City,WI,45553.0,46123.0,31857.0
Fountain Hills,AZ,81844.5,71744.25,57889.75
Fountain Inn,SC,62308.0,49983.0,45284.0
Fountain Valley,CA,99421.75,84347.75,66666.5
Four Oaks,NC,42696.0,35158.0,29890.0
Fowler,CA,68012.0,41889.0,62116.0
Fowler,MI,82243.0,73620.0,48174.0
Fowlerville,MI,78232.0,65102.5,55832.0
Fox Lake,WI,54692.0,49396.0,38689.0
Fox River Grove,IL,92731.5,184105.5,65070.5
Foxburg,PA,55982.333333333336,128548.66666666667,47224.333333333336
Foxworth,MS,47024.0,31266.0,41123.0
Frackville,PA,37247.0,32020.0,26300.0
Frametown,WV,38738.0,25525.0,42687.0
Framingham,MA,91206.6,169021.6,60613.4
Francestown,NH,76762.0,67349.0,50845.0
Francesville,IN,54535.5,45319.0,42037.0
Francisco,IN,48294.0,37452.0,34379.0
Frankenmuth,MI,71957.0,49788.0,62194.0
Frankford,DE,62883.0,50875.0,47036.0
Frankfort,IL,69171.33333333333,200000.0,40975.333333333336
Frankfort,IN,59497.75,106760.5,40501.5
Frankfort,KS,56812.0,45698.0,49998.0
Frankfort,KY,60424.5,52375.333333333336,43979.0
Frankfort,MI,49551.0,45623.0,37465.0
Frankfort,NY,68347.0,59384.5,48925.0
Frankfort,OH,57306.0,44417.0,45865.0
Frankfort,SD,61509.0,48010.0,46990.5
Franklin,IN,73304.25,121599.0,51580.75
Franklin,KY,54481.0,47254.0,50086.0
Franklin,LA,31488.333333333332,23786.666666666668,31568.0
Franklin,MA,141997.66666666666,199262.0,76484.0
Franklin,MN,48933.0,40438.0,40211.0
Franklin,NC,48017.5,36177.25,45814.25
Franklin,NH,49184.0,30399.0,40144.0
Franklin,NJ,67169.0,50918.0,51007.0
Franklin,OH,61379.5,52345.0,45423.0
Franklin,PA,54366.8,47274.0,38950.4
Franklin,TN,90089.4,76335.4,58415.6
Franklin,TX,68839.0,63012.0,54934.0
Franklin,VA,29463.0,28547.0,17150.0
Franklin,VT,72697.0,65201.0,47530.0
Franklin,WI,81402.5,63965.0,54221.5
Franklin,WV,54864.0,37069.0,58258.0
Franklin Furnace,OH,52549.0,38619.0,44742.0
Franklin Park,IL,48850.0,36331.0,40377.5
Franklin Square,NY,104158.0,205765.25,66552.75
Franklinton,LA,48442.5,37850.5,38997.0
Franklinton,NC,52092.0,43278.0,38554.0
Franklinville,NC,48119.0,40663.0,38436.0
Franklinville,NY,50276.0,43036.0,38244.0
Frankston,TX,61645.0,300000.0,58065.0
Franksville,WI,77070.0,73088.0,47503.0
Frankton,IN,68898.0,58080.0,53730.0
Fraser,MI,63644.0,49529.0,60639.0
Frazee,MN,58753.5,47270.0,47345.0
Frederica,DE,66288.0,53459.0,51694.0
Frederick,CO,103450.5,94416.5,59342.5
Frederick,MD,93294.25,133635.41666666666,54932.5
Frederick,OK,39600.5,31706.5,30007.5
Fredericksburg,PA,68820.0,60916.5,43868.5
Fredericksburg,TX,61451.0,54437.0,45602.5
Fredericksburg,VA,83512.375,68639.5,58047.0
Fredericktown,MO,45908.0,23845.0,36703.0
Fredericktown,OH,52812.0,41989.5,42888.0
Fredericktown,PA,52749.0,45253.0,40251.0
Fredonia,NY,62993.0,49507.5,49704.5
Freedom,CA,29985.0,21145.0,27341.0
Freedom,OK,74172.0,182203.0,48889.0
Freedom,PA,91568.5,199385.0,46359.0
Freehold,NJ,101875.0,184892.5,61486.5
Freehold Twp.,NJ,107345.0,192969.5,84169.0
Freeland,MD,106590.0,300000.0,58246.0
Freeport,IL,60474.8,96537.2,41766.8
Freeport,ME,80645.0,71131.0,63169.5
Freeport,NY,89284.66666666667,114076.66666666667,64632.166666666664
Freeport,PA,50400.0,42773.0,34648.0
Freeport,TX,65523.11111111111,76895.55555555556,42870.22222222222
Fremont,CA,112430.4705882353,134866.82352941178,68391.11764705883
Fremont,IA,40687.0,29299.0,31453.0
Fremont,IN,82466.5,187822.0,56409.0
Fremont,MI,73343.0,58311.0,59213.0
Fremont,NC,55198.0,35796.0,58211.0
Fremont,NE,71926.75,62094.0,53531.5
Fremont,NH,100683.0,90088.0,56323.0
Fremont,OH,37112.0,27091.5,34983.0
French Camp,MS,56790.0,300000.0,37363.0
French Lick,IN,37007.0,26138.0,38019.0
Frenchglen,OR,54000.0,39435.0,47210.0
Fresno,CA,57730.14893617021,65852.14893617021,44210.063829787236
Fresno,TX,41738.0,36107.0,28343.0
Frewsburg,NY,58274.0,45972.0,43214.0
Friars Point,AR,30032.0,19647.0,30918.0
Fridley,MN,74817.5,178199.0,42666.0
Friendship,TN,57751.0,45133.0,47726.0
Friendship,WI,40480.0,35607.0,31260.0
Friendswood,TX,92604.4,113044.0,66080.4
Fries,VA,32076.0,23743.0,24576.0
Frisco,CO,76103.0,64867.0,52017.0
Frisco,TX,128353.1,257203.4,60699.7
Fritz Creek,AK,82980.0,71183.0,63488.0
Froid,MT,53956.0,36771.0,49118.0
Front Royal,VA,64207.666666666664,138221.33333333334,45200.666666666664
Frost,TX,44245.0,31544.0,32636.0
Frostburg,MD,49380.666666666664,33645.0,44385.333333333336
Frostproof,FL,63312.0,43530.0,48854.0
Fruita,CO,76130.0,73485.0,43347.0
Fruitdale,MS,47161.0,27392.0,46013.0
Fruitland,MD,69438.0,65794.0,46977.0
Fruitland,NM,53067.0,44124.0,42342.0
Fruitport,MI,84242.0,66299.0,62632.0
Ft Benning,GA,60883.5,52960.0,40465.0
Ft Bragg,NC,64228.5,65016.0,35674.0
Ft Campbell,KY,59864.5,45540.0,45700.0
Ft Hood,TX,40894.0,37095.0,14927.0
Ft Huachuca,AZ,0.0,0.0,0.0
Ft Knox,KY,46608.333333333336,131867.0,19159.333333333332
Ft Lauderdale,FL,53419.0,44216.0,41469.75
Ft Meade,MD,77556.0,64319.0,46378.0
Ft Myers,FL,47819.6,88848.2,36239.6
Ft Payne,AL,45767.5,36240.0,38132.5
Ft Riley,KS,44638.0,39938.0,32167.0
Ft Rucker,AL,68310.0,59974.0,38238.0
Ft Wingate,NM,26065.5,18096.0,25734.0
Ft Worth,TX,87615.5,177727.0,54748.0
Ft. Defiance,AZ,47873.0,51174.0,35759.0
Ft. Lauderdale,FL,59781.666666666664,45024.333333333336,47800.0
Ft. Riley,KS,78930.0,73386.0,56848.0
Fullerton,CA,79418.54545454546,174472.45454545456,50743.454545454544
Fulshear,TX,157504.0,170399.0,79495.0
Fulton,IL,58139.0,52031.0,44948.0
Fulton,IN,49404.0,52799.0,34531.0
Fulton,MD,161706.5,224571.5,77136.5
Fulton,MO,35776.0,26596.5,28352.5
Fulton,MS,52572.0,51446.0,36126.0
Fulton,NY,63761.5,53418.75,45878.5
Fuquay-varina,NC,66882.0,56207.0,55171.0
Furlong,PA,128209.0,123189.0,76671.0
Fyffe,AL,41338.0,40569.0,19063.0
Gackle,ND,39071.0,27372.0,35954.0
Gadsden,AL,39036.0,28087.666666666668,35018.0
Gadsden,SC,37723.0,28791.0,28367.0
Gadsden,TN,43660.0,31132.0,43420.0
Gaffney,SC,39010.142857142855,69874.0,34679.57142857143
Gages Lake,IL,99712.0,91463.0,63710.0
Gahanna,OH,77184.75,184726.5,49467.25
Gainesville,FL,45673.07142857143,36414.21428571428,36737.642857142855
Gainesville,GA,52154.333333333336,70826.88888888889,40416.444444444445
Gainesville,TX,49382.0,33649.0,43524.0
Gainesville,VA,113801.75,146729.25,62259.25
Gaithersburg,MD,101604.85714285714,146645.85714285713,59179.07142857143
Galatia,IL,62091.0,300000.0,38665.0
Galax,VA,38687.0,22239.0,37918.0
Galena,IL,41378.0,29504.0,36556.0
Galena,MO,54552.0,42843.0,55146.0
Galena,OH,131494.0,129598.0,68714.0
Galena Park,TX,53307.0,44231.0,46482.0
Gales Ferry,CT,116470.0,111421.0,69845.0
Galesburg,IL,52326.25,40231.0,46800.0
Galesburg,MI,58618.0,48119.0,44391.0
Galesville,WI,67498.0,56556.0,48181.0
Galeton,PA,45355.0,35497.0,35940.0
Galion,OH,40589.5,30540.0,29093.5
Galivants Ferry,SC,42046.0,300000.0,36835.0
Gallatin,MO,44653.0,36855.0,34856.0
Gallatin,TN,48310.0,37395.5,33647.0
Gallipolis,OH,56429.5,41911.0,48000.5
Gallitzin,PA,52860.0,43693.0,38931.5
Galloway,NJ,75022.0,53724.0,64549.0
Galloway,OH,83859.0,70106.0,63466.0
Gallup,NM,56670.5,47604.25,46480.5
Galt,CA,62077.0,52014.333333333336,42415.0
Galva,IL,44440.0,36875.0,33617.0
Galveston,TX,56633.625,73004.875,46966.125
Gambrills,MD,104516.0,93034.0,73213.0
Ganado,AZ,26791.0,15983.0,27873.0
Garden City,AL,43726.0,28444.0,38686.0
Garden City,GA,42143.0,32258.0,34638.0
Garden City,KS,58292.2,151448.6,37183.2
Garden City,MI,62535.5,120293.5,39073.5
Garden City,NY,141931.33333333334,234681.33333333334,80707.0
Garden City,SC,69634.5,53173.0,54561.5
Garden City,TX,75580.0,300000.0,57594.0
Garden City Park,NY,124877.0,117064.0,70083.0
Garden Grove,CA,68785.66666666667,87657.2,50954.46666666667
Garden Valley,ID,54702.0,42096.5,45665.5
Gardena,CA,62308.857142857145,82591.85714285714,48837.42857142857
Gardendale,AL,57898.5,48060.5,41707.5
Gardiner,MT,54582.0,47705.0,43352.0
Gardner,KS,60605.0,300000.0,26138.5
Gardner,MA,46945.666666666664,37257.666666666664,36846.666666666664
Gardnerville,NV,65966.33333333333,57644.666666666664,51617.666666666664
Garfield,AR,59909.0,49231.0,45462.0
Garfield,MN,67077.66666666667,55272.0,45681.666666666664
Garfield,NJ,56396.333333333336,83525.33333333333,48314.666666666664
Garfield,WA,62770.0,57792.0,37680.0
Garfield Heights,OH,44115.666666666664,39158.666666666664,35163.666666666664
Garibaldi,OR,54381.0,43941.0,39953.0
Garland,TX,57019.65,71518.4,40741.0
Garnavillo,IA,56183.0,300000.0,25257.0
Garner,NC,61040.0,136778.33333333334,40493.333333333336
Garnerville,NY,104722.0,88988.0,73860.0
Garrett,IN,63926.0,53012.0,40837.0
Garrettsville,OH,74963.0,64081.0,54736.0
Garrison,ND,61663.0,47733.5,48450.5
Garwin,IA,60913.0,49921.0,41029.0
Gary,IN,40771.0,32052.166666666668,37242.833333333336
Gary,TX,56709.0,49863.0,43450.0
Gasport,NY,52285.0,300000.0,41229.0
Gaston,NC,43725.0,36190.0,35266.0
Gastonia,NC,50753.09090909091,86124.18181818182,40740.545454545456
Gate City,VA,35660.0,24070.0,28776.0
Gates,NC,53268.0,52243.0,36183.0
Gatesville,TX,64005.5,55566.5,43924.5
Gatlinburg,TN,67770.0,46737.0,74403.0
Gauley Bridge,WV,45721.0,33025.0,38640.5
Gautier,MS,71864.0,172445.0,52601.5
Gaylord,MI,51978.666666666664,41882.333333333336,37662.0
Gaylord,MN,57033.0,48213.5,42459.0
Geneseo,IL,106001.0,300000.0,58102.0
Geneva,IL,131237.0,130734.0,70755.0
Geneva,NY,49297.666666666664,37214.0,39157.666666666664
Geneva,OH,41633.5,28753.0,37225.0
Genoa,NE,62967.0,46849.0,51611.0
Genoa,OH,76324.0,59995.0,52369.0
Genoa,WV,39886.0,29923.0,29718.0
Gentry,AR,55902.0,46995.0,42809.0
Georgetown,CO,66777.33333333333,49748.0,52285.0
Georgetown,DE,71852.0,44680.0,64577.0
Georgetown,IN,107628.0,300000.0,66696.0
Georgetown,KY,72999.8,101767.8,48837.4
Georgetown,LA,45552.5,31773.0,38975.5
Georgetown,MA,113770.0,107616.0,65945.0
Georgetown,SC,25295.0,19889.6,21849.4
Georgetown,TX,73155.16666666667,103579.16666666667,52262.5
Georgiana,AL,40100.5,30899.5,34544.0
Gerald,MO,44367.0,34873.0,34967.0
Gering,NE,45630.0,45866.0,29504.0
Germantown,IL,71655.0,57699.0,49802.0
Germantown,MD,110436.71428571429,152111.85714285713,59146.42857142857
Germantown,NY,71953.0,58859.0,66933.0
Germantown,TN,108095.4,151309.0,64147.4
Germantown,WI,121533.0,300000.0,59782.0
Germantown Hills,IL,108463.5,198592.5,62988.5
Geronimo,OK,51685.0,40008.0,39520.0
Geronimo,TX,65992.0,180052.0,45077.5
Gettysburg,PA,70574.75,57103.5,56519.75
Gibbon,MN,56329.0,49215.0,42282.0
Gibbon,NE,55585.0,49266.0,42695.0
Gibsland,LA,57408.0,29979.0,57247.0
Gibson,LA,33909.0,23623.0,30981.0
Gibson City,IL,61813.0,41650.0,56645.0
Gibsonburg,OH,56751.0,300000.0,35665.0
Gibsonia,PA,94455.0,81095.5,67874.0
Gibsonton,FL,51498.5,42051.5,36666.0
Gibsonville,NC,98478.0,97036.0,58235.0
Giddings,TX,73402.0,64920.0,45693.0
Gifford,IL,69910.0,58969.0,46551.0
Gig Harbor,WA,104855.33333333333,87359.0,70351.0
Gilbert,AZ,101024.57142857143,145477.14285714287,59110.642857142855
Gilbert,SC,55406.5,44193.5,45945.5
Gilbert,WV,34498.0,32925.0,25942.0
Gilbertown,AL,53998.0,39956.0,48887.0
Gilbertsville,NY,61087.0,38816.0,59847.0
Gilbertsville,PA,91534.0,300000.0,54879.0
Gillespie,IL,33521.0,22444.0,30469.0
Gillett,AR,52407.0,39821.0,41111.0
Gillette,WY,92205.0,81131.0,59983.333333333336
Gilliam,MO,46718.0,40393.0,34288.0
Gilman,WI,51982.0,43058.0,42150.0
Gilman City,MO,0.0,0.0,0.0
Gilmanton,WI,45785.0,45136.0,33692.0
Gilmer,TX,69794.0,49996.0,66308.0
Gilmore City,IA,39614.5,175240.0,23047.5
Gilroy,CA,82760.6,66575.0,62078.2
Girard,KS,59793.0,48500.0,44315.0
Girard,OH,47172.0,35925.0,33774.0
Girard,PA,55547.0,46663.0,38913.0
Girdler,KY,34035.0,25913.0,33159.0
Girdwood,AK,94928.0,300000.0,65593.0
Gladbrook,IA,60541.0,58914.0,37316.0
Gladewater,TX,64342.5,109548.0,49639.0
Gladstone,MI,58886.0,48584.0,45035.0
Gladstone,MO,61786.6,198288.2,41784.0
Gladstone,OR,62031.0,55936.0,46989.0
Gladwin,MI,40324.0,40366.0,33091.0
Gladwyne,PA,178869.0,300000.0,77722.0
Glasford,IL,67387.0,56463.0,44877.0
Glasgow,KY,49149.2,40869.6,38183.4
Glasgow,MT,61329.0,50485.0,52376.0
Glassboro,NJ,85592.33333333333,151249.0,62979.333333333336
Glastonbury,CT,121767.5,300000.0,65088.0
Gleason,TN,40819.0,27930.0,37888.0
Glen,MS,40630.0,31267.0,33359.0
Glen Allen,VA,89546.0,77741.5,56231.5
